playerID,yearID,teamID,G,AB,H,2B,3B,HR,R,RBI,SB,CS,BB,SF,HBP
aaronha01,1954,ML1,122,468,131,27,6,13,58,69,2,2,28,4,3
aaronha01,1955,ML1,153,602,189,37,9,27,105,106,3,1,49,4,3
aaronha01,1956,ML1,153,609,200,34,14,26,106,92,2,4,37,7,2
aaronha01,1957,ML1,151,615,198,27,6,44,118,132,1,1,57,3,0
aaronha01,1958,ML1,153,601,196,34,4,30,109,95,4,1,59,3,1
aaronha01,1959,ML1,154,629,223,46,7,39,116,123,8,0,51,9,4
aaronha01,1960,ML1,153,590,172,20,11,40,102,126,16,7,60,12,2
aaronha01,1961,ML1,155,603,197,39,10,34,115,120,21,9,56,9,2
aaronha01,1962,ML1,156,592,191,28,6,45,127,128,15,7,66,6,3
aaronha01,1963,ML1,161,631,201,29,4,44,121,130,31,5,78,5,0
aaronha01,1964,ML1,145,570,187,30,2,24,103,95,22,4,62,2,0
aaronha01,1965,ML1,150,570,181,40,1,32,109,89,24,4,60,8,1
aaronha01,1966,ATL,158,603,168,23,1,44,117,127,21,3,76,8,1
aaronha01,1967,ATL,155,600,184,37,3,39,113,109,17,6,63,6,0
aaronha01,1968,ATL,160,606,174,33,4,29,84,86,28,5,64,5,1
aaronha01,1969,ATL,147,547,164,30,3,44,100,97,9,10,87,3,2
aaronha01,1970,ATL,150,516,154,26,1,38,103,118,9,0,74,6,2
aaronha01,1971,ATL,139,495,162,22,3,47,95,118,1,1,71,5,2
aaronha01,1972,ATL,129,449,119,10,0,34,75,77,4,0,92,2,1
aaronha01,1973,ATL,120,392,118,12,1,40,84,96,1,1,68,4,1
aaronha01,1974,ATL,112,340,91,16,0,20,47,69,1,0,39,2,0
aaronha01,1975,ML4,137,465,109,16,2,12,45,60,0,1,70,6,1
aaronha01,1976,ML4,85,271,62,8,0,10,22,35,0,1,35,2,0
aaronto01,1962,ML1,141,334,77,20,2,8,54,38,6,0,41,3,0
aaronto01,1963,ML1,72,135,27,6,1,1,6,15,0,3,11,2,0
aaronto01,1968,ATL,98,283,69,10,3,1,21,25,3,4,21,1,0
aaronto01,1969,ATL,49,60,15,2,0,1,13,5,0,1,6,0,0
aaronto01,1970,ATL,44,63,13,2,0,2,3,7,0,0,3,0,0
aaronto01,1971,ATL,25,53,12,2,0,0,4,3,0,0,3,0,0
abbotje01,1998,CHA,89,244,68,14,1,12,33,41,3,3,9,5,0
abbotje01,1999,CHA,17,57,9,0,0,2,5,6,1,1,5,1,0
abbotje01,2000,CHA,80,215,59,15,1,3,31,29,2,1,21,1,2
abbotku01,1993,OAK,20,61,15,1,0,3,11,9,2,0,3,0,0
abbotku01,1994,FLO,101,345,86,17,3,9,41,33,3,0,16,2,5
abbotku01,1995,FLO,120,420,107,18,7,17,60,60,4,3,36,5,5
abbotku01,1996,FLO,109,320,81,18,7,8,37,33,3,3,22,0,3
abbotku01,1997,FLO,94,252,69,18,2,6,35,30,3,1,14,0,1
abbotku01,1998,COL,42,71,18,6,0,3,9,15,0,0,2,2,1
abbotku01,1998,OAK,35,123,33,7,1,2,17,9,2,1,10,1,1
abbotku01,1999,COL,96,286,78,17,2,8,41,41,3,2,16,1,0
abbotku01,2000,NYN,79,157,34,7,1,6,22,12,1,1,14,1,1
abercre01,2006,FLO,111,255,54,12,2,5,39,24,6,5,18,1,3
abercre01,2007,FLO,35,76,15,3,0,2,16,5,7,1,2,0,2
abercre01,2008,HOU,34,55,17,5,0,2,10,5,5,2,1,1,2
abernbr01,2001,TBA,79,304,82,17,1,5,43,33,8,3,27,1,0
abernbr01,2002,TBA,117,463,112,18,4,2,46,40,10,4,25,2,6
abernbr01,2005,MIN,24,67,16,1,0,1,5,6,2,0,7,1,1
abnersh01,1988,SDN,37,83,15,3,0,2,6,5,0,1,4,1,1
abnersh01,1989,SDN,57,102,18,4,0,2,13,14,1,0,5,1,0
abnersh01,1990,SDN,91,184,45,9,0,1,17,15,2,3,9,1,2
abnersh01,1991,CAL,41,101,23,6,1,2,12,9,1,2,4,0,0
abnersh01,1991,SDN,53,115,19,4,1,1,15,5,0,0,7,1,1
abnersh01,1992,CHA,97,208,58,10,1,1,21,16,1,2,12,3,3
abramca01,1954,BAL,115,423,124,22,7,6,67,25,1,4,72,1,4
abramca01,1955,BAL,118,309,75,12,3,6,56,32,2,8,89,3,3
abramcj01,2022,SDN,46,125,29,5,0,2,16,11,1,2,4,2,6
abramcj01,2022,WAS,44,159,41,7,2,0,17,10,6,2,1,0,3
abramcj01,2023,WAS,151,563,138,28,6,18,83,64,47,4,32,3,13
abramcj01,2024,WAS,138,541,133,29,6,20,79,65,31,12,40,4,16
abreubo01,1997,HOU,59,188,47,10,2,3,22,26,7,2,21,0,1
abreubo01,1998,PHI,151,497,155,29,6,17,68,74,19,10,84,4,0
abreubo01,1999,PHI,152,546,183,35,11,20,118,93,27,9,109,4,3
abreubo01,2000,PHI,154,576,182,42,10,25,103,79,28,8,100,3,1
abreubo01,2001,PHI,162,588,170,48,4,31,118,110,36,14,106,9,1
abreubo01,2002,PHI,157,572,176,50,6,20,102,85,31,12,104,6,3
abreubo01,2003,PHI,158,577,173,35,1,20,99,101,22,9,109,7,2
abreubo01,2004,PHI,159,574,173,47,1,30,118,105,40,5,127,7,5
abreubo01,2005,PHI,162,588,168,37,1,24,104,102,31,9,117,8,6
abreubo01,2006,NYA,58,209,69,16,0,7,37,42,10,2,33,3,1
abreubo01,2006,PHI,98,339,94,25,2,8,61,65,20,4,91,6,2
abreubo01,2007,NYA,158,605,171,40,5,16,123,101,25,8,84,7,3
abreubo01,2008,NYA,156,609,180,39,4,20,100,100,22,11,73,1,1
abreubo01,2009,LAA,152,563,165,29,3,15,96,103,30,8,94,9,1
abreubo01,2010,LAA,154,573,146,41,1,20,88,78,24,10,87,5,2
abreubo01,2011,LAA,142,502,127,30,1,8,54,60,21,5,78,3,1
abreubo01,2012,LAN,92,195,48,8,1,3,28,19,6,2,35,0,0
abreubo01,2014,NYN,78,133,33,9,0,1,12,14,1,0,20,2,0
abreujo02,2014,CHA,145,556,176,35,2,36,80,107,3,1,51,4,11
abreujo02,2015,CHA,154,613,178,34,3,30,88,101,0,0,39,1,15
abreujo02,2016,CHA,159,624,183,32,1,25,67,100,0,2,47,9,15
abreujo02,2017,CHA,156,621,189,43,6,33,95,102,3,0,35,4,15
abreujo02,2018,CHA,128,499,132,36,1,22,68,78,2,0,37,6,11
abreujo02,2019,CHA,159,634,180,38,1,33,85,123,2,2,36,10,13
abreujo02,2020,CHA,60,240,76,15,0,19,43,60,0,0,18,1,3
abreujo02,2021,CHA,152,566,148,30,2,30,86,117,1,0,61,10,22
abreujo02,2022,CHA,157,601,183,40,0,15,85,75,0,0,62,4,12
abreujo02,2023,HOU,141,540,128,23,1,18,62,90,0,1,42,6,6
abreujo02,2024,HOU,35,113,14,2,0,2,10,7,0,0,4,1,2
abreuto01,2007,LAN,59,166,45,14,1,2,19,17,0,0,7,2,3
abreuto01,2010,ARI,81,193,45,11,1,1,16,13,2,1,4,4,0
abreuto01,2012,KCA,22,70,18,2,1,1,5,15,0,0,2,1,1
abreuto01,2013,SFN,53,138,37,12,3,2,21,14,0,2,6,1,1
abreuwi02,2023,BOS,28,76,24,6,0,2,10,14,3,1,9,0,0
abreuwi02,2024,BOS,132,399,101,33,2,15,59,58,8,3,40,5,3
ackledu01,2011,SEA,90,333,91,16,7,6,39,36,6,0,40,3,0
ackledu01,2012,SEA,153,607,137,22,2,12,84,50,13,3,59,1,0
ackledu01,2013,SEA,113,384,97,18,2,4,40,31,2,3,37,1,1
ackledu01,2014,SEA,143,502,123,27,4,14,64,65,8,4,32,2,3
ackledu01,2015,NYA,23,52,15,3,2,4,6,11,0,0,4,1,0
ackledu01,2015,SEA,85,186,40,8,1,6,22,19,2,2,14,3,1
ackledu01,2016,NYA,28,61,9,0,0,0,6,4,0,0,8,1,0
acunaro01,2018,ATL,111,433,127,26,4,26,78,64,16,5,45,3,6
acunaro01,2019,ATL,156,626,175,22,2,41,127,101,37,9,76,1,9
acunaro01,2020,ATL,46,160,40,11,0,14,46,29,8,1,38,0,4
acunaro01,2021,ATL,82,297,84,19,1,24,72,52,17,6,49,5,9
acunaro01,2022,ATL,119,467,124,24,0,15,71,50,29,11,53,3,10
acunaro01,2023,ATL,158,643,217,35,4,41,149,106,73,14,80,3,9
acunaro01,2024,ATL,49,192,48,8,1,4,38,15,16,3,27,0,3
adairje01,1961,BAL,133,386,102,21,1,9,41,37,5,2,35,4,2
adairje01,1962,BAL,139,538,153,29,4,11,67,48,7,7,27,3,2
adairje01,1963,BAL,109,382,87,21,3,6,34,30,3,3,9,5,2
adairje01,1964,BAL,155,569,141,20,3,9,56,47,3,2,28,3,1
adairje01,1965,BAL,157,582,151,26,3,7,51,66,6,4,35,2,2
adairje01,1966,BAL,17,52,15,1,0,0,3,3,0,0,4,1,0
adairje01,1966,CHA,105,370,90,18,2,4,27,36,3,2,17,5,1
adairje01,1967,BOS,89,316,92,13,1,3,41,26,1,4,13,2,2
adairje01,1967,CHA,28,98,20,4,0,0,6,9,0,1,4,1,1
adairje01,1968,BOS,74,208,45,1,0,2,18,12,0,0,9,0,1
adairje01,1969,KCA,126,432,108,9,1,5,29,48,1,3,20,4,3
adamecr01,2015,COL,26,53,13,1,1,0,4,3,0,1,3,0,1
adamecr01,2016,COL,121,225,49,7,3,2,25,17,2,3,24,0,4
adamewi01,2018,TBA,85,288,80,7,0,10,43,34,6,5,31,2,1
adamewi01,2019,TBA,152,531,135,25,1,20,69,52,4,2,46,1,3
adamewi01,2020,TBA,54,185,48,15,1,8,29,23,2,1,20,0,0
adamewi01,2021,MIL,99,365,104,26,0,20,61,58,4,2,47,1,0
adamewi01,2021,TBA,41,132,26,6,1,5,16,15,1,2,10,0,0
adamewi01,2022,MIL,139,563,134,31,0,31,83,98,8,3,49,4,1
adamewi01,2023,MIL,149,553,120,29,2,24,73,80,5,3,71,6,6
adamewi01,2024,MIL,161,610,153,33,0,32,93,112,21,4,74,3,1
adamsbo03,1954,CIN,110,390,105,25,6,3,69,23,2,5,55,2,3
adamsbo03,1955,CIN,64,150,41,11,2,2,23,20,2,0,20,1,3
adamsbo03,1956,BAL,41,111,25,6,1,0,19,7,1,1,25,2,0
adamsbo03,1957,CHN,60,187,47,10,2,1,21,10,0,3,17,0,2
adamsbo03,1958,CHN,62,96,27,4,4,0,14,4,2,0,6,0,0
adamsda02,2013,NYA,43,140,27,5,1,2,10,13,0,0,9,0,2
adamsgl01,1975,SFN,61,90,27,2,1,4,10,15,1,0,11,1,1
adamsgl01,1976,SFN,69,74,18,4,0,0,2,3,1,0,1,0,0
adamsgl01,1977,MIN,95,269,91,17,0,6,32,49,0,2,18,3,0
adamsgl01,1978,MIN,116,310,80,18,1,7,27,35,0,1,17,0,0
adamsgl01,1979,MIN,119,326,98,13,1,8,34,50,2,2,25,6,3
adamsgl01,1980,MIN,99,262,75,11,2,6,32,38,2,4,15,4,0
adamsgl01,1981,MIN,72,220,46,10,0,2,13,24,0,1,20,2,0
adamsgl01,1982,TOR,30,66,17,4,0,1,2,11,0,0,4,3,0
adamsla01,2017,ATL,85,109,30,4,1,5,19,20,10,0,10,1,1
adamsma01,2012,SLN,27,86,21,6,0,2,8,13,0,0,5,0,0
adamsma01,2013,SLN,108,296,84,14,0,17,46,51,0,1,23,0,0
adamsma01,2014,SLN,142,527,152,34,5,15,55,68,3,2,26,7,3
adamsma01,2015,SLN,60,175,42,9,0,5,14,24,1,0,10,1,0
adamsma01,2016,SLN,118,297,74,18,0,16,37,54,0,1,25,3,2
adamsma01,2017,ATL,100,291,79,20,1,19,42,58,0,0,19,3,1
adamsma01,2018,SLN,27,57,9,1,0,3,5,9,0,0,3,0,0
adamsma01,2018,WAS,94,249,64,9,0,18,37,48,0,0,24,0,4
adamsma01,2019,WAS,111,310,70,14,0,20,42,56,0,0,20,1,2
adamsmi02,1973,MIN,55,66,14,2,0,3,21,6,2,1,17,0,1
adamsri02,1983,CAL,58,112,28,2,0,2,22,6,1,1,5,0,3
adamsri02,1985,SFN,54,121,23,3,1,2,12,10,1,1,5,0,1
adamsri03,2021,WAS,35,71,19,6,1,2,11,10,0,0,13,0,6
adamsri03,2022,WAS,48,142,25,4,0,5,14,10,0,1,12,0,1
adamsri03,2023,WAS,44,143,39,13,2,4,8,21,0,0,11,1,2
adamsri03,2024,WAS,41,116,26,5,1,2,10,8,1,0,10,2,2
adamsru01,2004,TOR,22,72,22,2,1,4,10,10,1,0,5,0,1
adamsru01,2005,TOR,139,481,123,27,5,8,68,63,11,2,50,8,3
adamsru01,2006,TOR,90,251,55,14,1,3,31,28,1,2,22,3,1
adamsru01,2007,TOR,27,60,14,3,0,2,14,12,2,1,7,0,0
adamsry01,2011,BAL,29,89,25,4,0,0,9,7,0,0,6,0,1
adcocjo01,1954,ML1,133,500,154,27,5,23,73,87,1,4,44,4,3
adcocjo01,1955,ML1,84,288,76,14,0,15,40,45,0,2,31,1,2
adcocjo01,1956,ML1,137,454,132,23,1,38,76,103,1,0,32,2,1
adcocjo01,1957,ML1,65,209,60,13,2,12,31,38,0,0,20,1,1
adcocjo01,1958,ML1,105,320,88,15,1,19,40,54,0,0,21,5,1
adcocjo01,1959,ML1,115,404,118,19,2,25,53,76,0,0,32,6,0
adcocjo01,1960,ML1,138,514,153,21,4,25,55,91,2,2,46,4,1
adcocjo01,1961,ML1,152,562,160,20,0,35,77,108,2,1,59,2,2
adcocjo01,1962,ML1,121,391,97,12,1,29,48,78,2,0,50,3,1
adcocjo01,1963,CLE,97,283,71,7,1,13,28,49,1,2,30,3,0
adcocjo01,1964,LAA,118,366,98,13,0,21,39,64,0,2,48,1,0
adcocjo01,1965,CAL,122,349,84,14,0,14,30,47,2,2,37,0,1
adcocjo01,1966,CAL,83,231,63,10,3,18,33,48,2,2,31,3,0
adducji01,1988,ML4,44,94,25,6,1,1,8,15,0,1,0,3,0
adducji02,2014,TEX,44,101,17,3,0,1,13,8,3,1,10,2,0
adducji02,2017,DET,29,83,20,6,2,1,14,10,1,1,10,0,0
adducji02,2018,DET,59,176,47,8,2,3,19,21,1,0,6,1,0
adelljo01,2020,LAA,38,124,20,4,0,3,9,7,0,1,7,0,1
adelljo01,2021,LAA,35,130,32,5,2,4,17,26,2,1,8,0,1
adelljo01,2022,LAA,88,268,60,12,2,8,22,27,4,2,11,1,4
adelljo01,2023,LAA,16,58,12,3,1,3,7,6,1,0,4,0,0
adelljo01,2024,LAA,130,405,84,15,2,20,54,62,15,10,35,3,7
adlesda01,1967,HOU,39,94,17,1,0,1,4,4,0,0,11,1,0
adlesda01,1968,HOU,40,104,19,1,1,0,3,4,0,0,5,0,1
adriaeh01,2014,SFN,53,97,23,6,0,0,10,5,1,1,5,1,1
adriaeh01,2015,SFN,52,113,21,7,1,0,11,11,3,2,15,0,4
adriaeh01,2016,SFN,40,63,16,2,0,2,3,7,0,1,2,0,2
adriaeh01,2017,MIN,70,162,43,9,2,2,30,24,8,1,16,6,1
adriaeh01,2018,MIN,114,335,84,23,1,6,42,39,5,1,24,2,1
adriaeh01,2019,MIN,84,202,55,8,3,5,34,22,0,2,20,4,6
adriaeh01,2020,MIN,44,89,17,7,0,0,10,3,1,0,11,0,1
adriaeh01,2021,ATL,109,182,45,9,2,5,32,28,0,0,21,3,2
adriaeh01,2022,WAS,31,84,15,2,0,0,5,7,1,0,8,1,1
agbaybe01,1999,NYN,101,276,79,18,3,14,42,42,6,4,32,3,3
agbaybe01,2000,NYN,119,350,101,19,1,15,59,60,5,5,54,3,7
agbaybe01,2001,NYN,91,296,82,14,2,6,28,27,4,5,36,1,5
agbaybe01,2002,COL,48,117,24,5,0,4,10,19,1,0,10,1,0
ageeto01,1966,CHA,160,629,172,27,8,22,98,86,44,18,41,4,10
ageeto01,1967,CHA,158,529,124,26,2,14,73,52,28,10,44,2,8
ageeto01,1968,NYN,132,368,80,12,3,5,30,17,13,8,15,1,4
ageeto01,1969,NYN,149,565,153,23,4,26,97,76,12,9,59,2,3
ageeto01,1970,NYN,153,636,182,30,7,24,107,75,31,15,55,2,2
ageeto01,1971,NYN,113,425,121,19,0,14,58,50,28,6,50,1,2
ageeto01,1972,NYN,114,422,96,23,0,13,52,47,8,9,53,3,4
ageeto01,1973,HOU,83,204,48,5,2,8,30,15,2,5,16,0,1
ageeto01,1973,SLN,26,62,11,3,1,3,8,7,1,0,5,0,0
agganha01,1954,BOS,132,434,109,13,8,11,54,57,6,3,47,5,0
agganha01,1955,BOS,25,83,26,10,1,0,11,10,2,0,10,1,0
aguaylu01,1981,PHI,45,84,18,4,0,1,11,7,1,0,6,0,2
aguaylu01,1982,PHI,50,56,15,1,2,3,11,7,1,1,5,0,1
aguaylu01,1984,PHI,58,72,20,4,0,3,15,11,0,0,8,0,0
aguaylu01,1985,PHI,91,165,46,7,3,6,27,21,1,0,22,3,6
aguaylu01,1986,PHI,62,133,28,6,1,4,17,13,1,1,8,2,3
aguaylu01,1987,PHI,94,209,43,9,1,12,25,21,0,0,15,2,5
aguaylu01,1988,NYA,50,140,35,4,0,3,12,8,0,2,7,1,1
aguaylu01,1988,PHI,49,97,24,3,0,3,9,5,2,0,13,0,0
aguaylu01,1989,CLE,47,97,17,4,1,1,7,8,0,0,7,3,2
aguilch01,2005,FLO,65,78,19,3,0,0,11,4,0,1,3,0,0
aguilch01,2006,FLO,47,95,22,8,1,0,5,7,2,1,9,0,0
aguilje01,2017,MIL,133,279,74,15,2,16,40,52,0,0,25,3,4
aguilje01,2018,MIL,149,492,135,25,0,35,80,108,0,0,58,10,6
aguilje01,2019,MIL,94,222,50,9,0,8,26,34,0,0,31,4,2
aguilje01,2019,TBA,37,92,24,3,0,4,13,16,0,0,12,3,0
aguilje01,2020,MIA,51,188,52,10,0,8,31,34,0,1,23,4,1
aguilje01,2021,MIA,131,449,117,23,0,22,49,93,0,0,46,7,3
aguilje01,2022,MIA,113,415,98,18,0,15,37,49,1,0,27,5,4
aguilje01,2023,OAK,36,104,23,2,0,5,8,9,0,0,8,1,1
aguilri01,1986,NYN,32,51,8,0,0,2,4,6,0,0,3,0,0
aguirha01,1962,DET,42,75,2,0,0,0,0,1,0,0,1,0,0
aguirha01,1963,DET,38,76,10,3,0,0,5,6,1,0,3,0,0
aguirha01,1964,DET,32,53,3,1,0,0,1,3,0,0,1,0,0
aguirha01,1965,DET,32,70,6,1,0,0,4,4,0,0,4,0,0
ahmedni01,2014,ARI,25,70,14,2,0,1,9,4,0,1,3,0,0
ahmedni01,2015,ARI,134,421,95,17,6,9,49,34,4,5,29,3,1
ahmedni01,2016,ARI,90,284,62,9,1,4,26,20,5,2,15,3,4
ahmedni01,2017,ARI,53,167,42,8,1,6,24,21,3,4,10,0,1
ahmedni01,2018,ARI,153,516,121,33,5,16,61,70,5,4,40,5,2
ahmedni01,2019,ARI,158,556,141,33,6,19,79,82,8,2,52,12,4
ahmedni01,2020,ARI,57,199,53,10,1,5,29,29,4,0,18,0,0
ahmedni01,2021,ARI,129,434,96,30,3,5,46,38,7,2,34,1,2
ahmedni01,2022,ARI,17,52,12,2,0,3,7,7,0,1,2,0,0
ahmedni01,2023,ARI,72,198,42,10,1,2,14,17,5,1,12,0,0
ahmedni01,2024,SFN,52,155,36,6,1,1,13,15,1,1,10,3,1
aikenwi01,1977,CAL,42,91,18,4,0,0,5,6,1,2,10,0,0
aikenwi01,1979,CAL,116,379,106,18,0,21,59,81,1,3,61,6,1
aikenwi01,1980,KCA,151,543,151,24,0,20,70,98,1,0,64,9,7
aikenwi01,1981,KCA,101,349,93,16,0,17,45,53,0,0,62,5,3
aikenwi01,1982,KCA,134,466,131,29,1,17,50,74,0,1,45,5,3
aikenwi01,1983,KCA,125,410,124,26,1,23,49,72,0,0,45,1,2
aikenwi01,1984,TOR,93,234,48,7,0,11,21,26,0,0,29,0,2
aingeda01,1979,TOR,87,308,73,7,1,2,26,19,1,0,12,2,2
aingeda01,1980,TOR,38,111,27,6,1,0,11,4,3,0,2,0,1
aingeda01,1981,TOR,86,246,46,6,2,0,20,14,8,5,23,1,1
akiyash01,2020,CIN,54,155,38,6,1,0,16,9,7,3,25,0,2
akiyash01,2021,CIN,88,162,33,8,0,0,16,12,2,3,14,1,4
alberha01,2015,TEX,41,99,22,2,1,0,12,4,1,0,2,0,0
alberha01,2016,TEX,35,56,8,1,0,0,2,5,1,0,0,0,0
alberha01,2019,BAL,139,524,160,21,2,12,62,51,4,4,16,3,4
alberha01,2020,BAL,54,219,62,15,0,3,35,22,3,0,5,2,3
alberha01,2021,KCA,103,241,65,20,3,2,25,24,3,1,4,2,4
alberha01,2022,LAN,73,156,38,9,2,2,13,15,0,1,3,0,0
alberha01,2023,CHA,30,82,18,5,0,3,11,16,0,0,4,1,1
albieoz01,2017,ATL,57,217,62,9,5,6,34,28,8,1,21,2,3
albieoz01,2018,ATL,158,639,167,40,5,24,105,72,14,3,36,3,5
albieoz01,2019,ATL,160,640,189,43,8,24,102,86,15,4,54,4,4
albieoz01,2020,ATL,29,118,32,5,0,6,21,19,3,1,5,0,1
albieoz01,2021,ATL,156,629,163,40,7,30,103,106,20,4,47,7,3
albieoz01,2022,ATL,64,247,61,16,0,8,36,35,3,5,16,4,2
albieoz01,2023,ATL,148,596,167,30,5,33,96,109,13,1,46,8,8
albieoz01,2024,ATL,99,399,100,29,1,10,52,53,8,1,27,4,5
alcanar01,2014,CHN,70,278,57,11,2,10,31,29,8,5,17,2,2
alcanar01,2017,CIN,70,105,18,3,1,1,13,7,2,0,2,0,0
alcansa01,2019,MIA,32,58,5,1,0,0,2,4,0,0,1,0,1
alcansa01,2021,MIA,33,58,2,1,0,0,0,0,0,0,3,0,1
alcanse01,2021,CHN,89,220,45,6,3,5,30,17,3,0,30,2,2
alcanse01,2022,ARI,23,53,10,2,1,1,6,7,0,0,1,1,0
alcanse01,2022,ARI,48,117,31,6,0,5,17,19,1,0,9,2,1
alcarlu01,1967,LAN,17,60,14,1,0,0,1,3,1,1,1,1,0
alcarlu01,1968,LAN,41,106,16,1,0,2,4,5,1,1,9,0,0
alcarlu01,1969,KCA,22,79,20,2,1,1,15,7,0,0,7,0,0
alcarlu01,1970,KCA,35,120,20,5,1,1,10,14,0,0,4,1,0
aldremi01,1986,SFN,84,216,54,18,3,2,27,25,1,3,33,1,2
aldremi01,1987,SFN,126,357,116,18,2,9,50,51,6,0,43,2,0
aldremi01,1988,SFN,139,389,104,15,0,3,44,50,6,5,56,3,0
aldremi01,1989,MON,76,136,30,8,1,1,12,12,1,3,19,2,1
aldremi01,1990,MON,96,161,39,7,1,1,22,18,1,2,37,1,1
aldremi01,1991,CLE,85,183,48,6,1,1,22,19,1,2,36,2,0
aldremi01,1993,OAK,95,255,68,13,1,10,40,33,1,1,34,0,0
aldremi01,1994,OAK,76,178,43,5,0,4,23,18,2,0,20,3,0
aldremi01,1995,OAK,60,125,34,8,0,4,18,21,0,0,19,2,1
aldremi01,1996,NYA,32,68,17,5,0,3,11,12,0,1,9,0,0
alexabl01,2024,ARI,61,166,41,7,0,3,19,21,3,1,15,0,3
alexado01,1980,ATL,35,83,15,3,0,0,7,3,0,0,3,0,0
alexado01,1981,SFN,24,51,9,4,0,0,5,6,0,0,2,1,0
alexaga01,1976,SFN,23,73,13,1,1,2,12,7,1,0,10,1,0
alexaga01,1977,SFN,51,119,36,4,2,5,17,20,3,1,20,2,2
alexaga01,1978,CLE,90,324,76,14,3,17,39,62,0,2,35,4,1
alexaga01,1978,OAK,58,174,36,6,1,10,18,22,0,3,22,1,1
alexaga01,1979,CLE,110,358,82,9,2,15,54,54,4,2,46,7,1
alexaga01,1980,CLE,76,178,40,7,1,5,22,31,0,4,17,3,0
alexama01,1974,CHN,45,54,11,2,1,0,15,0,8,4,12,0,1
alexama02,1995,BAL,94,242,57,9,1,3,35,23,11,4,20,0,2
alexama02,1996,BAL,54,68,7,0,0,0,6,4,3,3,3,0,0
alexama02,1997,CHN,33,99,29,3,1,1,11,7,2,1,8,0,2
alexama02,1997,NYN,54,149,37,9,3,2,26,15,11,0,9,1,1
alexama02,1998,CHN,108,264,60,10,1,5,34,25,4,1,18,1,1
alexama02,1999,CHN,90,177,48,11,2,0,17,15,4,0,10,1,0
alexama02,2000,BOS,101,194,41,4,3,4,30,19,2,0,13,0,0
alfarjo01,2017,PHI,29,107,34,6,0,5,12,14,0,0,3,0,4
alfarjo01,2018,PHI,108,344,90,16,2,10,35,37,3,0,18,1,14
alfarjo01,2019,MIA,130,431,113,14,1,18,44,57,4,4,22,2,10
alfarjo01,2020,MIA,31,93,21,2,0,3,12,16,2,0,4,0,3
alfarjo01,2021,MIA,92,295,72,15,1,4,22,30,8,1,11,0,5
alfarjo01,2022,SDN,82,256,63,14,0,7,25,40,1,0,11,3,4
alfoned01,1995,NYN,101,335,93,13,5,4,26,41,1,1,12,4,1
alfoned01,1996,NYN,123,368,96,15,2,4,36,40,2,0,25,5,0
alfoned01,1997,NYN,151,518,163,27,2,10,84,72,11,6,63,5,5
alfoned01,1998,NYN,144,557,155,28,2,17,94,78,8,3,65,3,3
alfoned01,1999,NYN,158,628,191,41,1,27,123,108,9,2,85,9,3
alfoned01,2000,NYN,150,544,176,40,2,25,109,94,3,2,95,6,5
alfoned01,2001,NYN,124,457,111,22,0,17,64,49,5,0,51,5,5
alfoned01,2002,NYN,135,490,151,26,0,16,78,56,6,0,62,3,7
alfoned01,2003,SFN,142,514,133,25,2,13,56,81,5,2,58,7,4
alfoned01,2004,SFN,139,519,150,26,1,11,66,77,1,1,46,4,5
alfoned01,2005,SFN,109,368,102,17,1,2,36,43,2,0,27,4,2
alfonel01,2006,SFN,87,286,76,17,2,12,27,39,1,0,9,3,7
alfonel01,2007,SFN,26,64,16,2,1,1,5,6,0,2,2,0,1
alfonel01,2009,SDN,37,114,20,3,0,2,6,8,0,0,3,0,0
alfonel01,2011,COL,25,75,20,1,0,1,2,9,0,0,3,0,1
alforan01,2021,PIT,49,133,31,6,1,5,14,11,5,6,12,0,3
alicelu01,1988,SLN,93,297,63,10,4,1,20,24,1,1,25,2,2
alicelu01,1991,SLN,56,68,13,3,0,0,5,0,0,1,8,0,0
alicelu01,1992,SLN,85,265,65,9,11,2,26,32,2,5,27,4,4
alicelu01,1993,SLN,115,362,101,19,3,3,50,46,11,1,47,7,4
alicelu01,1994,SLN,88,205,57,12,5,5,32,29,4,5,30,3,3
alicelu01,1995,BOS,132,419,113,20,3,6,64,44,13,10,63,9,7
alicelu01,1996,SLN,129,380,98,26,3,5,54,42,11,3,52,6,5
alicelu01,1997,ANA,128,388,98,16,7,5,59,37,22,8,69,2,8
alicelu01,1998,TEX,101,259,71,15,3,6,51,33,4,3,37,3,5
alicelu01,1999,TEX,68,164,33,10,0,3,33,17,2,1,28,1,0
alicelu01,2000,TEX,139,540,159,25,8,6,85,63,1,3,59,7,5
alicelu01,2001,KCA,113,387,106,16,4,4,44,32,8,6,23,1,4
alicelu01,2002,KCA,94,237,54,8,2,1,28,23,2,3,32,0,1
allanan01,1986,CLE,101,293,66,7,3,1,30,29,10,1,14,4,1
allanan01,1987,CLE,50,154,41,6,0,3,17,16,1,1,9,5,0
allanan01,1988,CLE,133,434,114,11,0,5,44,50,5,9,25,4,3
allanan01,1989,CLE,111,323,75,9,1,3,30,17,4,4,23,3,4
allanan01,1991,DET,60,151,35,10,0,1,10,16,0,1,7,0,0
allanan01,1995,CAL,35,82,14,3,0,3,5,10,0,1,7,0,1
allenau01,2019,SDN,34,65,14,4,0,0,4,3,0,0,6,0,0
allenbe01,1962,MIN,159,573,154,27,7,12,79,64,0,1,62,4,0
allenbe01,1963,MIN,139,421,101,20,1,9,52,43,0,0,38,3,1
